PROC_CODE,ORG_PROC_CODE,LONG_DESC,SHORT_DESC
11.64,1164,Other penetrating keratoplasty,Perforat keratoplast NEC
11.69,1169,Other corneal transplant,Corneal transplant NEC
11.71,1171,Keratomileusis,Keratomileusis
11.72,1172,Keratophakia,Keratophakia
11.73,1173,Keratoprosthesis,Keratoprosthesis
11.74,1174,Thermokeratoplasty,Thermokeratoplasty
11.75,1175,Radial keratotomy,Radial keratotomy
11.76,1176,Epikeratophakia,Epikeratophakia
11.79,1179,Other reconstructive and refractive surgery on cornea,Cornea reconstruct NEC
11.91,1191,Tattooing of cornea,Corneal tattooing
11.92,1192,Removal of artificial implant from cornea,Remove corneal implant
11.99,1199,Other operations on cornea,Corneal operation NEC
12,1200,"Removal of intraocular foreign body from anterior segment of eye, not otherwise specified",Remov ant segmnt FB NOS
12.01,1201,Removal of intraocular foreign body from anterior segment of eye with use of magnet,Magnet remov ant seg FB
12.02,1202,Removal of intraocular foreign body from anterior segment of eye without use of magnet,Nonmag remov ant seg FB
12.11,1211,Iridotomy with transfixion,Iridotomy w transfixion
12.12,1212,Other iridotomy,Iridotomy NEC
12.13,1213,Excision of prolapsed iris,Prolapsed iris excision
12.14,1214,Other iridectomy,Iridectomy NEC
12.21,1221,Diagnostic aspiration of anterior chamber of eye,Dx aspirat-ant chamber
12.22,1222,Biopsy of iris,Iris biopsy
12.29,1229,"Other diagnostic procedures on iris, ciliary body, sclera, and anterior chamber",Ant segment dx proc NEC
12.31,1231,Lysis of goniosynechiae,Goniosynechiae lysis
12.32,1232,Lysis of other anterior synechiae,Ant synechia lysis NEC
12.33,1233,Lysis of posterior synechiae,Post synechiae lysis
12.34,1234,Lysis of corneovitreal adhesions,Corneovitreal adhesiolys
12.35,1235,Coreoplasty,Coreoplasty
12.39,1239,Other iridoplasty,Iridoplasty NEC
12.4,1240,"Removal of lesion of anterior segment of eye, not otherwise specified",Remov ant segmnt les NOS
12.41,1241,"Destruction of lesion of iris, nonexcisional",Nonexc destruc iris les
12.42,1242,Excision of lesion of iris,Excision of iris lesion
12.43,1243,"Destruction of lesion of ciliary body, nonexcisional",Nonexc destr cil bod les
12.44,1244,Excision of lesion of ciliary body,Excise ciliary body les
12.51,1251,Goniopuncture without goniotomy,Goniopuncture
12.52,1252,Goniotomy without goniopuncture,Goniotomy
12.53,1253,Goniotomy with goniopuncture,Goniotomy w goniopunctur
12.54,1254,Trabeculotomy ab externo,Trabeculotomy ab externo
12.55,1255,Cyclodialysis,Cyclodialysis
12.59,1259,Other facilitation of intraocular circulation,Facilit intraoc circ NEC
12.61,1261,Trephination of sclera with iridectomy,Trephin sclera w iridect
12.62,1262,Thermocauterization of sclera with iridectomy,Thermcaut scler w iridec
12.63,1263,Iridencleisis and iridotasis,Iridencleisis/iridotasis
12.64,1264,Trabeculectomy ab externo,Trabeculectom ab externo
12.65,1265,Other scleral fistulization with iridectomy,Scler fistuliz w iridect
12.66,1266,Postoperative revision of scleral fistulization procedure,Postop revis scl fistul
12.67,1267,Insertion of aqueous drainage device,Insert aqueous drain dev
12.69,1269,Other scleral fistulizing procedure,Scler fistulizing op NEC
12.71,1271,Cyclodiathermy,Cyclodiathermy
12.72,1272,Cyclocryotherapy,Cyclocryotherapy
12.73,1273,Cyclophotocoagulation,Cyclophotocoagulation
12.74,1274,"Diminution of ciliary body, not otherwise specified",Cil body diminution NOS
12.79,1279,Other glaucoma procedures,Glaucoma procedure NEC
12.81,1281,Suture of laceration of sclera,Suture scleral lacer
12.82,1282,Repair of scleral fistula,Scleral fistula repair
12.83,1283,"Revision of operative wound of anterior segment, not elsewhere classified",Revis ant seg op wnd NEC
12.84,1284,Excision or destruction of lesion of sclera,Destruct scleral lesion
12.85,1285,Repair of scleral staphyloma with graft,Repair staphylom w graft
12.86,1286,Other repair of scleral staphyloma,Rep scler staphyloma NEC
12.87,1287,Scleral reinforcement with graft,Graft reinforce sclera
12.88,1288,Other scleral reinforcement,Sclera reinforcement NEC
12.89,1289,Other operations on sclera,Scleral operation NEC
12.91,1291,Therapeutic evacuation of anterior chamber,Therapeut evac ant chamb
12.92,1292,Injection into anterior chamber,Anterior chamber inject
12.93,1293,Removal or destruction of epithelial downgrowth from anterior chamber,Remov epithel downgrowth
12.97,1297,Other operations on iris,Iris operation NEC
12.98,1298,Other operations on ciliary body,Ciliary body op NEC
12.99,1299,Other operations on anterior chamber,Anterior chamber op NEC
13,1300,"Removal of foreign body from lens, not otherwise specified",Remove FB lens NOS
13.01,1301,Removal of foreign body from lens with use of magnet,Magnet remove FB lens
13.02,1302,Removal of foreign body from lens without use of magnet,Nonmagnet remove FB lens
13.11,1311,Intracapsular extraction of lens by temporal inferior route,Temp-inf intrcap lens ex
13.19,1319,Other intracapsular extraction of lens,Intracapsul lens ext NEC
1.32,132,Extracapsular extraction of lens by linear extraction technique,Linear extracap lens ext
1.33,133,Extracapsular extraction of lens by simple aspiration (and irrigation) technique,Simpl aspir lens extract
13.41,1341,Phacoemulsification and aspiration of cataract,Catarac phacoemuls/aspir
13.42,1342,Mechanical phacofragmentation and aspiration of cataract by posterior route,Post catarac frag/aspir
13.43,1343,Mechanical phacofragmentation and other aspiration of cataract,Cataract frag/aspir NEC
13.51,1351,Extracapsular extraction of lens by temporal inferior route,Temp-inf xtracap lens ex
13.59,1359,Other extracapsular extraction of lens,Extracap lens extrac NEC
13.64,1364,Discission of secondary membrane [after cataract],After-catar discission
13.65,1365,Excision of secondary membrane [after cataract],After-cataract excision
13.66,1366,Mechanical fragmentation of secondary membrane [after cataract],After catar fragmntation
13.69,1369,Other cataract extraction,Cataract extraction NEC
13.7,1370,"Insertion of pseudophakos, not otherwise specified",Insert pseudophakos NOS
13.71,1371,"Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage",Insert lens at catar ext
13.72,1372,Secondary insertion of intraocular lens prosthesis,Secondary insert lens
1.38,138,Removal of implanted lens,Implanted lens removal
13.9,1390,"Operation on lens, not elsewhere classified",Operation on lens NEC
13.91,1391,Implantation of intraocular telescope prosthesis,Impl intraoc telesc pros
14,1400,"Removal of foreign body from posterior segment of eye, not otherwise specified",Remov post segmnt FB NOS
14.01,1401,Removal of foreign body from posterior segment of eye with use of magnet,Magnet remov post seg FB
14.02,1402,Removal of foreign body from posterior segment of eye without use of magnet,Nonmag remov post seg FB
14.11,1411,Diagnostic aspiration of vitreous,Diagnost vitreous aspir
14.19,1419,"Other diagnostic procedures on retina, choroid, vitreous, and posterior chamber",Dx proc post seg NEC
14.21,1421,Destruction of chorioretinal lesion by diathermy,Chorioret les diathermy
14.22,1422,Destruction of chorioretinal lesion by cryotherapy,Chorioretin les cryother
14.23,1423,Destruction of chorioretinal lesion by xenon arc photocoagulation,Chorioret les xenon coag
14.24,1424,Destruction of chorioretinal lesion by laser photocoagulation,Chorioret les laser coag
14.25,1425,Destruction of chorioretinal lesion by photocoagulation of unspecified type,Chorioret les p/coag NOS
14.26,1426,Destruction of chorioretinal lesion by radiation therapy,Chorioret les radiother
14.27,1427,Destruction of chorioretinal lesion by implantation of radiation source,Chorioret les rad implan
14.29,1429,Other destruction of chorioretinal lesion,Chorioret les destr NEC
14.31,1431,Repair of retinal tear by diathermy,Retinal tear diathermy
14.32,1432,Repair of retinal tear by cryotherapy,Retinal tear cryotherapy
14.33,1433,Repair of retinal tear by xenon arc photocoagulation,Retinal tear xenon coag
14.34,1434,Repair of retinal tear by laser photocoagulation,Retinal tear laser coag
14.35,1435,Repair of retinal tear by photocoagulation of unspecified type,Retina tear photocoa NOS
14.39,1439,Other repair of retinal tear,Retinal tear repair NEC
14.41,1441,Scleral buckling with implant,Scleral buckle w implant
14.49,1449,Other scleral buckling,Scleral buckling NEC
14.51,1451,Repair of retinal detachment with diathermy,Detach retina-diathermy
14.52,1452,Repair of retinal detachment with cryotherapy,Detach retina-cryotherap
14.53,1453,Repair of retinal detachment with xenon arc photocoagulation,Detach retina xenon coag
14.54,1454,Repair of retinal detachment with laser photocoagulation,Detach retina laser coag
14.55,1455,Repair of retinal detachment with photocoagulation of unspecified type,Detach ret photocoag NOS
14.59,1459,Other repair of retinal detachment,Repair retina detach NEC
1.46,146,Removal of surgically implanted material from posterior segment of eye,Remov pros mat post seg
14.71,1471,"Removal of vitreous, anterior approach",Anterior remov vitreous
14.72,1472,Other removal of vitreous,Vitreous removal NEC
14.73,1473,Mechanical vitrectomy by anterior approach,Anterior mechan vitrect
14.74,1474,Other mechanical vitrectomy,Mech vitrectomy NEC
14.75,1475,Injection of vitreous substitute,Vitreous substitut injec
14.79,1479,Other operations on vitreous,Vitreous operation NEC
14.81,1481,Implantation of epiretinal visual prosthesis,Imp epiretinal prosth
14.82,1482,Removal of epiretinal visual prosthesis,Rem epiretinal prosth
14.83,1483,Revision or replacement of epiretinal visual prosthesis,Rev/repl epiretinal pros
1.49,149,"Other operations on retina, choroid, and posterior chamber",Other post segment ops
15.01,1501,Biopsy of extraocular muscle or tendon,Extraoc musc-tend biopsy
15.09,1509,Other diagnostic procedures on extraocular muscles and tendons,Extraoc musc dx proc NEC
15.11,1511,Recession of one extraocular muscle,One extraoc mus recess
15.12,1512,Advancement of one extraocular muscle,1 extraoc muscl advance
15.13,1513,Resection of one extraocular muscle,1 extraoc muscl resect
15.19,1519,Other operations on one extraocular muscle involving temporary detachment from globe,Xtraoc mus op/detach NEC
15.21,1521,Lengthening procedure on one extraocular muscle,Lengthen 1 extraoc musc
15.22,1522,Shortening procedure on one extraocular muscle,Shorten 1 extraoc musc
15.29,1529,Other operations on one extraocular muscle,Op on 1 extraoc musc NEC
1.53,153,"Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes",Temp detach >1 xtroc mus
1.54,154,"Other operations on two or more extraocular muscles, one or both eyes",Oth op on >l extraoc mus
1.55,155,Transposition of extraocular muscles,Extraocul mus transposit
1.56,156,Revision of extraocular muscle surgery,Revis extraoc musc surg
1.57,157,Repair of injury of extraocular muscle,Extraoc musc inj repair
1.59,159,Other operations on extraocular muscles and tendons,Oth extraoc mus-tend op
16.01,1601,Orbitotomy with bone flap,Orbitotomy w bone flap
16.02,1602,Orbitotomy with insertion of orbital implant,Orbitotomy w implant
16.09,1609,Other orbitotomy,Orbitotomy NEC
1.61,161,"Removal of penetrating foreign body from eye, not otherwise specified",Remove penetrat FB eye
16.21,1621,Ophthalmoscopy,Ophthalmoscopy
16.22,1622,Diagnostic aspiration of orbit,Diagnostic asp of orbit
16.23,1623,Biopsy of eyeball and orbit,Eyeball & orbit biopsy
16.29,1629,Other diagnostic procedures on orbit and eyeball,Eyebal/orbit dx proc NEC
16.31,1631,Removal of ocular contents with synchronous implant into scleral shell,Eye evisc w synch implan
16.39,1639,Other evisceration of eyeball,Eyeball evisceration NEC
16.41,1641,Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles,Eye enuc/implan/musc att
16.42,1642,Enucleation of eyeball with other synchronous implant,Eye enuc w implant NEC
16.49,1649,Other enucleation of eyeball,Eyeball enucleation NEC
16.51,1651,Exenteration of orbit with removal of adjacent structures,Radical orbitomaxillect
16.52,1652,Exenteration of orbit with therapeutic removal of orbital bone,Orbit exent w bone remov
16.59,1659,Other exenteration of orbit,Orbital exenteration NEC
16.61,1661,Secondary insertion of ocular implant,2ndry ocular imp insert
16.62,1662,Revision and reinsertion of ocular implant,Revis/reinsert ocul imp
16.63,1663,Revision of enucleation socket with graft,Revis enuc socket w grft
16.64,1664,Other revision of enucleation socket,Enuc socket revis NEC
16.65,1665,Secondary graft to exenteration cavity,2ndry exent cavity graft
16.66,1666,Other revision of exenteration cavity,Revis exenter cavity NEC
16.69,1669,Other secondary procedures after removal of eyeball,2nd op post eye rem NEC
16.71,1671,Removal of ocular implant,Remove ocular implant
16.72,1672,Removal of orbital implant,Remove orbital implant
16.81,1681,Repair of wound of orbit,Repair of orbital wound
16.82,1682,Repair of rupture of eyeball,Repair eyeball rupture
16.89,1689,Other repair of injury of eyeball or orbit,Eye/orbit inj repair NEC
16.91,1691,Retrobulbar injection of therapeutic agent,Retrobulbar injection
16.92,1692,Excision of lesion of orbit,Excision orbital lesion
16.93,1693,"Excision of lesion of eye, unspecified structure",Excision eye lesion NOS
16.98,1698,Other operations on orbit,Operation on orbit NEC
16.99,1699,Other operations on eyeball,Operation on eyeball NEC
17.11,1711,Laparoscopic repair of direct inguinal hernia with graft or prosthesis,Lap dir ing hern-graft
17.12,1712,Laparoscopic repair of indirect inguinal hernia with graft or prosthesis,Lap indir ing hern-graft
17.13,1713,"Laparoscopic repair of inguinal hernia with graft or prosthesis, not otherwise specified",Lap ing hern-graft NOS
17.21,1721,Laparoscopic bilateral repair of direct inguinal hernia with graft or prosthesis,Lap bil dir ing hrn-grft
17.22,1722,Laparoscopic bilateral repair of indirect inguinal hernia with graft or prosthesis,Lap bi indir ing hrn-grf
17.23,1723,"Laparoscopic bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis",Lap bi dr/ind ing hrn-gr
17.24,1724,"Laparoscopic bilateral repair of inguinal hernia with graft or prosthesis, not otherwise specified",Lap bil ing hern-grf NOS
17.31,1731,Laparoscopic multiple segmental resection of large intestine,Lap mul seg res lg intes
17.32,1732,Laparoscopic cecectomy,Laparoscopic cecectomy
17.33,1733,Laparoscopic right hemicolectomy,Lap right hemicolectomy
17.34,1734,Laparoscopic resection of transverse colon,Lap res transverse colon
17.35,1735,Laparoscopic left hemicolectomy,Lap left hemicolectomy
17.36,1736,Laparoscopic sigmoidectomy,Lap sigmoidectomy
17.39,1739,Other laparoscopic partial excision of large intestine,Lap pt ex lrg intest NEC
17.41,1741,Open robotic assisted procedure,Open robotic assist proc
17.42,1742,Laparoscopic robotic assisted procedure,Lap robotic assist proc
17.43,1743,Percutaneous robotic assisted procedure,Perc robotic assist proc
17.44,1744,Endoscopic robotic assisted procedure,Endo robotic assist proc
17.45,1745,Thoracoscopic robotic assisted procedure,Thoraco robotic ast proc
17.49,1749,Other and unspecified robotic assisted procedure,Robotic ast proc NEC/NOS
